task_id,benchmark,split
assistantbench.validation.0,assistantbench,test
assistantbench.validation.1,assistantbench,test
assistantbench.validation.2,assistantbench,test
assistantbench.validation.3,assistantbench,dev
assistantbench.validation.4,assistantbench,dev
assistantbench.validation.5,assistantbench,dev
assistantbench.validation.6,assistantbench,test
assistantbench.validation.7,assistantbench,test
assistantbench.validation.8,assistantbench,test
assistantbench.validation.9,assistantbench,test
assistantbench.validation.10,assistantbench,test
assistantbench.validation.11,assistantbench,dev
assistantbench.validation.12,assistantbench,test
assistantbench.validation.13,assistantbench,test
assistantbench.validation.14,assistantbench,test
assistantbench.validation.15,assistantbench,test
assistantbench.validation.16,assistantbench,test
assistantbench.validation.17,assistantbench,test
assistantbench.validation.18,assistantbench,test
assistantbench.validation.19,assistantbench,test
assistantbench.validation.20,assistantbench,test
assistantbench.validation.21,assistantbench,test
assistantbench.validation.22,assistantbench,test
assistantbench.validation.23,assistantbench,test
assistantbench.validation.24,assistantbench,test
assistantbench.validation.25,assistantbench,dev
assistantbench.validation.26,assistantbench,test
assistantbench.validation.27,assistantbench,test
assistantbench.validation.28,assistantbench,test
assistantbench.validation.29,assistantbench,test
assistantbench.validation.30,assistantbench,test
assistantbench.validation.31,assistantbench,dev
assistantbench.validation.32,assistantbench,test
visualwebarena.4,visualwebarena,test
visualwebarena.7,visualwebarena,test
visualwebarena.8,visualwebarena,test
visualwebarena.26,visualwebarena,test
visualwebarena.27,visualwebarena,test
visualwebarena.28,visualwebarena,test
visualwebarena.31,visualwebarena,test
visualwebarena.52,visualwebarena,test
visualwebarena.64,visualwebarena,dev
visualwebarena.76,visualwebarena,test
visualwebarena.88,visualwebarena,test
visualwebarena.91,visualwebarena,test
visualwebarena.93,visualwebarena,test
visualwebarena.98,visualwebarena,test
visualwebarena.102,visualwebarena,test
visualwebarena.118,visualwebarena,dev
visualwebarena.120,visualwebarena,test
visualwebarena.125,visualwebarena,test
visualwebarena.133,visualwebarena,dev
visualwebarena.134,visualwebarena,test
visualwebarena.141,visualwebarena,test
visualwebarena.149,visualwebarena,test
visualwebarena.159,visualwebarena,test
visualwebarena.160,visualwebarena,test
visualwebarena.172,visualwebarena,test
visualwebarena.213,visualwebarena,test
visualwebarena.220,visualwebarena,test
visualwebarena.223,visualwebarena,test
visualwebarena.244,visualwebarena,test
visualwebarena.245,visualwebarena,test
visualwebarena.247,visualwebarena,test
visualwebarena.248,visualwebarena,dev
visualwebarena.277,visualwebarena,test
visualwebarena.278,visualwebarena,test
visualwebarena.279,visualwebarena,test
visualwebarena.280,visualwebarena,test
visualwebarena.281,visualwebarena,test
visualwebarena.283,visualwebarena,test
visualwebarena.286,visualwebarena,test
visualwebarena.288,visualwebarena,test
visualwebarena.292,visualwebarena,test
visualwebarena.293,visualwebarena,test
visualwebarena.294,visualwebarena,test
visualwebarena.295,visualwebarena,test
visualwebarena.296,visualwebarena,test
visualwebarena.297,visualwebarena,test
visualwebarena.299,visualwebarena,test
visualwebarena.300,visualwebarena,test
visualwebarena.302,visualwebarena,test
visualwebarena.303,visualwebarena,test
visualwebarena.311,visualwebarena,test
visualwebarena.314,visualwebarena,test
visualwebarena.322,visualwebarena,test
visualwebarena.328,visualwebarena,test
visualwebarena.331,visualwebarena,test
visualwebarena.332,visualwebarena,test
visualwebarena.345,visualwebarena,test
visualwebarena.348,visualwebarena,test
visualwebarena.351,visualwebarena,test
visualwebarena.352,visualwebarena,dev
visualwebarena.359,visualwebarena,test
visualwebarena.367,visualwebarena,test
visualwebarena.372,visualwebarena,test
visualwebarena.385,visualwebarena,test
visualwebarena.387,visualwebarena,test
visualwebarena.389,visualwebarena,test
visualwebarena.398,visualwebarena,test
visualwebarena.403,visualwebarena,test
visualwebarena.414,visualwebarena,test
visualwebarena.416,visualwebarena,test
visualwebarena.419,visualwebarena,dev
visualwebarena.420,visualwebarena,test
visualwebarena.423,visualwebarena,test
visualwebarena.426,visualwebarena,test
visualwebarena.453,visualwebarena,test
visualwebarena.455,visualwebarena,test
visualwebarena.464,visualwebarena,test
visualwebarena.512,visualwebarena,test
visualwebarena.525,visualwebarena,dev
visualwebarena.569,visualwebarena,test
visualwebarena.570,visualwebarena,test
visualwebarena.580,visualwebarena,test
visualwebarena.597,visualwebarena,test
visualwebarena.598,visualwebarena,test
visualwebarena.600,visualwebarena,test
visualwebarena.601,visualwebarena,test
visualwebarena.602,visualwebarena,test
visualwebarena.608,visualwebarena,test
visualwebarena.614,visualwebarena,test
visualwebarena.620,visualwebarena,test
visualwebarena.686,visualwebarena,test
visualwebarena.725,visualwebarena,test
visualwebarena.730,visualwebarena,test
visualwebarena.739,visualwebarena,dev
visualwebarena.750,visualwebarena,test
visualwebarena.756,visualwebarena,test
visualwebarena.833,visualwebarena,test
visualwebarena.843,visualwebarena,test
visualwebarena.876,visualwebarena,test
visualwebarena.890,visualwebarena,test
webarena.15,webarena,dev
webarena.24,webarena,test
webarena.27,webarena,dev
webarena.33,webarena,dev
webarena.40,webarena,test
webarena.48,webarena,test
webarena.60,webarena,test
webarena.66,webarena,test
webarena.67,webarena,test
webarena.69,webarena,test
webarena.100,webarena,test
webarena.126,webarena,test
webarena.144,webarena,test
webarena.153,webarena,test
webarena.155,webarena,test
webarena.158,webarena,test
webarena.164,webarena,test
webarena.171,webarena,dev
webarena.177,webarena,test
webarena.185,webarena,test
webarena.229,webarena,test
webarena.263,webarena,test
webarena.265,webarena,dev
webarena.266,webarena,test
webarena.268,webarena,test
webarena.272,webarena,test
webarena.289,webarena,test
webarena.295,webarena,test
webarena.306,webarena,dev
webarena.311,webarena,test
webarena.325,webarena,test
webarena.327,webarena,dev
webarena.343,webarena,test
webarena.344,webarena,dev
webarena.356,webarena,test
webarena.364,webarena,test
webarena.365,webarena,test
webarena.370,webarena,dev
webarena.371,webarena,test
webarena.377,webarena,test
webarena.380,webarena,dev
webarena.386,webarena,test
webarena.400,webarena,test
webarena.414,webarena,test
webarena.416,webarena,dev
webarena.417,webarena,test
webarena.419,webarena,test
webarena.426,webarena,test
webarena.427,webarena,dev
webarena.430,webarena,dev
webarena.468,webarena,test
webarena.471,webarena,test
webarena.491,webarena,test
webarena.517,webarena,test
webarena.518,webarena,test
webarena.544,webarena,test
webarena.555,webarena,test
webarena.561,webarena,test
webarena.578,webarena,dev
webarena.583,webarena,dev
webarena.586,webarena,dev
webarena.593,webarena,test
webarena.599,webarena,test
webarena.604,webarena,dev
webarena.623,webarena,test
webarena.624,webarena,test
webarena.629,webarena,dev
webarena.642,webarena,test
webarena.654,webarena,test
webarena.655,webarena,test
webarena.661,webarena,test
webarena.666,webarena,dev
webarena.677,webarena,test
webarena.683,webarena,test
webarena.690,webarena,dev
webarena.696,webarena,test
webarena.698,webarena,test
webarena.700,webarena,test
webarena.701,webarena,test
webarena.704,webarena,test
webarena.710,webarena,test
webarena.718,webarena,test
webarena.723,webarena,test
webarena.726,webarena,test
webarena.730,webarena,test
webarena.735,webarena,test
webarena.738,webarena,test
webarena.740,webarena,dev
webarena.757,webarena,test
webarena.758,webarena,test
webarena.759,webarena,test
webarena.763,webarena,test
webarena.764,webarena,test
webarena.769,webarena,test
webarena.776,webarena,test
webarena.778,webarena,dev
webarena.788,webarena,test
webarena.789,webarena,test
webarena.790,webarena,test
webarena.805,webarena,test
workarena.servicenow.all-menu,workarena_l1,test
workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,workarena_l2,test
workarena.servicenow.create-hardware-asset,workarena_l1,test
workarena.servicenow.create-problem,workarena_l1,test
workarena.servicenow.create-user,workarena_l1,dev
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,workarena_l2,dev
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,workarena_l2,dev
workarena.servicenow.dashboard-retrieve-catalog-and-mean-order-loaner-laptop-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-catalog-and-median-order-apple-macbook-pro15-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-catalog-and-mode-order-apple-macbook-pro15-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-catalog-and-mode-order-loaner-laptop-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-asset-list-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-hardware-list-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-incident-list-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-user-list-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-request-apple-iphone13-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,workarena_l2,dev
workarena.servicenow.dashboard-retrieve-incident-and-max-request-google-nexus7-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-request-microsoft-surface-pro3-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-max-request-pixel4a-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-mean-request-microsoft-surface-pro3-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-median-lesser-filter-incident-list-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-median-request-pixel4a-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-median-request-windows-surface-pro4-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-min-create-problem-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-mode-create-problem-l2,workarena_l2,test
workarena.servicenow.dashboard-retrieve-incident-and-mode-greater-filter-asset-list-l2,workarena_l2,test
workarena.servicenow.date-based-expense-management-large-l2,workarena_l2,test
workarena.servicenow.date-based-expense-management-medium-l2,workarena_l2,test
workarena.servicenow.filter-incident-list,workarena_l1,test
workarena.servicenow.filter-random-expenses-and-find-total-return-large-l2,workarena_l2,test
workarena.servicenow.filter-random-expenses-and-select-investments-large-l2,workarena_l2,test
workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,workarena_l2,dev
workarena.servicenow.filter-requested-items-and-order-apple-watch-l2,workarena_l2,test
workarena.servicenow.filter-requested-items-and-order-development-laptop-p-c-l2,workarena_l2,test
workarena.servicenow.filter-requested-items-and-order-standard-laptop-l2,workarena_l2,test
workarena.servicenow.filter-service-catalog-item-list,workarena_l1,test
workarena.servicenow.filter-single-item-expenses-and-delete-wrong-investments-large-l2,workarena_l2,test
workarena.servicenow.filter-single-item-uniform-expenses-and-find-total-return-large-l2,workarena_l2,test
workarena.servicenow.filter-single-item-uniform-expenses-and-select-investments-medium-l2,workarena_l2,test
workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,workarena_l2,dev
workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-medium-l2,workarena_l2,test
workarena.servicenow.filter-three-items-uniform-expenses-find-total-return-and-select-investments-large-l2,workarena_l2,test
workarena.servicenow.filter-trivial-expenses-and-select-investments-medium-l2,workarena_l2,test
workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,workarena_l2,dev
workarena.servicenow.filter-user-list,workarena_l1,test
workarena.servicenow.get-warranty-expiration-date-l2,workarena_l2,dev
workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,workarena_l2,dev
workarena.servicenow.impersonation,workarena_l1,test
workarena.servicenow.infeasible-navigate-and-create-change-request-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2,workarena_l2,dev
workarena.servicenow.infeasible-navigate-and-create-incident-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-create-problem-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-create-user-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-filter-change-request-list-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-filter-service-catalog-item-list-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-filter-service-catalog-item-list-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-apple-mac-book-pro15-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-apple-mac-book-pro15-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-apple-watch-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-apple-watch-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-development-laptop-p-c-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-development-laptop-p-c-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-loaner-laptop-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-order-loaner-laptop-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-sort-change-request-list-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-sort-hardware-list-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-sort-hardware-list-with-reason-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-sort-service-catalog-item-list-l2,workarena_l2,test
workarena.servicenow.infeasible-navigate-and-sort-service-catalog-item-list-with-reason-l2,workarena_l2,test
workarena.servicenow.knowledge-base-search,workarena_l1,test
workarena.servicenow.multi-chart-min-max-retrieval,workarena_l1,test
workarena.servicenow.multi-chart-value-retrieval,workarena_l1,test
workarena.servicenow.navigate-and-create-hardware-asset-l2,workarena_l2,test
workarena.servicenow.navigate-and-create-problem-l2,workarena_l2,test
workarena.servicenow.navigate-and-create-user-l2,workarena_l2,test
workarena.servicenow.navigate-and-filter-change-request-list-l2,workarena_l2,test
workarena.servicenow.navigate-and-filter-hardware-list-l2,workarena_l2,test
workarena.servicenow.navigate-and-filter-service-catalog-item-list-l2,workarena_l2,test
workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2,workarena_l2,dev
workarena.servicenow.navigate-and-order-apple-watch-l2,workarena_l2,test
workarena.servicenow.navigate-and-order-development-laptop-p-c-l2,workarena_l2,test
workarena.servicenow.navigate-and-order-loaner-laptop-l2,workarena_l2,dev
workarena.servicenow.navigate-and-sort-change-request-list-l2,workarena_l2,test
workarena.servicenow.navigate-and-sort-hardware-list-l2,workarena_l2,test
workarena.servicenow.navigate-and-sort-service-catalog-item-list-l2,workarena_l2,test
workarena.servicenow.off-board-user-l2,workarena_l2,test
workarena.servicenow.on-board-user-l2,workarena_l2,test
workarena.servicenow.order-apple-mac-book-pro15,workarena_l1,test
workarena.servicenow.order-apple-watch,workarena_l1,test
workarena.servicenow.order-development-laptop-p-c,workarena_l1,test
workarena.servicenow.order-loaner-laptop,workarena_l1,test
workarena.servicenow.priority-assignment-large-l2,workarena_l2,test
workarena.servicenow.priority-assignment-medium-l2,workarena_l2,test
workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2,workarena_l2,dev
workarena.servicenow.sort-incident-list,workarena_l1,test
workarena.servicenow.sort-service-catalog-item-list,workarena_l1,test
workarena.servicenow.sort-user-list,workarena_l1,dev
workarena.servicenow.three-changes-fix-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,workarena_l2,dev
workarena.servicenow.three-changes-fix-wide-schedule-tight-uniform-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.three-changes-fix-wide-tight-priority-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.three-changes-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.three-changes-wide-priority-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.three-changes-wide-schedule-tight-uniform-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-fix-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-fix-wide-priority-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-fix-wide-tight-priority-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-wide-basic-uniform-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-wide-priority-uniform-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-wide-priority-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-wide-schedule-tight-uniform-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.two-changes-wide-tight-priority-varied-risk-change-request-scheduling-l2,workarena_l2,test
workarena.servicenow.work-assignment-medium-l2,workarena_l2,test
